,method,score,std,test_points,freq,dpoints,building_id,model,splits
4,domain,84.22636107258411,8.519097786883522,1752,60,8760,498,RandomForestRegressor,4
0,baseline,-83.33890969438286,87.21840339794248,1752,60,8760,117,LinearRegression,4
1,baseline_cyc,-201.35147818929477,151.95796095520487,1752,60,8760,117,LinearRegression,4
2,frac,-133.0551850408154,99.17310089747576,1752,60,8760,117,LinearRegression,4
3,frac_cyc,-294.77835345651073,264.46593342133616,1752,60,8760,117,LinearRegression,4
4,domain,-292.09417028832615,271.62405636826946,1752,60,8760,117,LinearRegression,4
0,baseline,-185.5021601389432,289.55709988896973,1752,60,8760,117,RandomForestRegressor,4
1,baseline_cyc,-188.08718703566092,230.81239419234478,1752,60,8760,117,RandomForestRegressor,4
2,frac,-174.58861511424297,277.2861211348309,1752,60,8760,117,RandomForestRegressor,4
3,frac_cyc,-150.88828246077608,246.65374484261724,1752,60,8760,117,RandomForestRegressor,4
4,domain,-110.73729917430012,169.28363448776662,1752,60,8760,117,RandomForestRegressor,4
0,baseline,-67.802478280542,83.32965384424077,1752,60,8760,103,LinearRegression,4
1,baseline_cyc,-208.17855295181036,220.55199880057503,1752,60,8760,103,LinearRegression,4
2,frac,-140.0634274271813,136.02728737168786,1752,60,8760,103,LinearRegression,4
3,frac_cyc,-341.0903188966079,319.5437962671027,1752,60,8760,103,LinearRegression,4
4,domain,-318.85700689465205,301.87379354969534,1752,60,8760,103,LinearRegression,4
0,baseline,-224.6668219467435,398.6971247302129,1752,60,8760,103,RandomForestRegressor,4
1,baseline_cyc,-213.83739220397257,333.04452759166605,1752,60,8760,103,RandomForestRegressor,4
2,frac,-215.22445628878228,385.12846341887274,1752,60,8760,103,RandomForestRegressor,4
3,frac_cyc,-194.69174168249276,349.6100246189321,1752,60,8760,103,RandomForestRegressor,4
4,domain,-195.63499366655265,361.2844441555639,1752,60,8760,103,RandomForestRegressor,4
0,baseline,70.37408739578183,13.314835611108771,1752,60,8760,249,LinearRegression,4
1,baseline_cyc,66.04332475525825,6.612488207177567,1752,60,8760,249,LinearRegression,4
2,frac,70.47748934770262,13.265043895712877,1752,60,8760,249,LinearRegression,4
3,frac_cyc,61.72957860879764,7.829986006988569,1752,60,8760,249,LinearRegression,4
4,domain,61.63696511867097,8.812729749479004,1752,60,8760,249,LinearRegression,4
0,baseline,74.53314835044029,6.44240178516334,1752,60,8760,249,RandomForestRegressor,4
1,baseline_cyc,78.82206675930976,6.802812400013846,1752,60,8760,249,RandomForestRegressor,4
2,frac,73.93640932466455,7.197592942040543,1752,60,8760,249,RandomForestRegressor,4
3,frac_cyc,79.10308819339721,3.2318552743324274,1752,60,8760,249,RandomForestRegressor,4
4,domain,80.06827848969064,2.0343364879445653,1752,60,8760,249,RandomForestRegressor,4
0,baseline,75.67035618294466,0.9039180650036345,1752,60,8760,261,LinearRegression,4
1,baseline_cyc,79.24358373421487,1.757714745210748,1752,60,8760,261,LinearRegression,4
2,frac,73.09356254105343,3.7736032909554678,1752,60,8760,261,LinearRegression,4
3,frac_cyc,63.23924882293525,29.246957240678416,1752,60,8760,261,LinearRegression,4
4,domain,63.33134268190027,29.787191465993324,1752,60,8760,261,LinearRegression,4
0,baseline,87.50831730225619,2.5631995041120814,1752,60,8760,261,RandomForestRegressor,4
1,baseline_cyc,84.66826724684005,2.0326571826993156,1752,60,8760,261,RandomForestRegressor,4
2,frac,86.72069446290442,1.3217502926746427,1752,60,8760,261,RandomForestRegressor,4
3,frac_cyc,87.17926495872202,2.00400412681671,1752,60,8760,261,RandomForestRegressor,4
4,domain,87.4275512281584,2.1188017012120146,1752,60,8760,261,RandomForestRegressor,4
0,baseline,56.6216356509504,8.008703143899353,1752,60,8760,507,LinearRegression,4
1,baseline_cyc,70.8942969827943,3.0361874679181198,1752,60,8760,507,LinearRegression,4
2,frac,56.715003596334334,7.9914896199154555,1752,60,8760,507,LinearRegression,4
3,frac_cyc,71.40412899853254,2.473608122633482,1752,60,8760,507,LinearRegression,4
4,domain,70.30403991147077,2.3407841286662783,1752,60,8760,507,LinearRegression,4
0,baseline,83.11142766963783,10.102277924559367,1752,60,8760,507,RandomForestRegressor,4
1,baseline_cyc,82.69351742565902,5.92834962528361,1752,60,8760,507,RandomForestRegressor,4
2,frac,82.27947283184508,10.318092572210773,1752,60,8760,507,RandomForestRegressor,4
3,frac_cyc,83.0909361908525,8.265674379828061,1752,60,8760,507,RandomForestRegressor,4
4,domain,81.43956155476612,5.954739014902488,1752,60,8760,507,RandomForestRegressor,4
0,baseline,67.41967813285626,7.105651880603797,1752,60,8760,513,LinearRegression,4
1,baseline_cyc,50.455014899850184,29.877585618150473,1752,60,8760,513,LinearRegression,4
2,frac,67.49218080589205,6.992953161573762,1752,60,8760,513,LinearRegression,4
3,frac_cyc,34.15406783587098,55.61037216857382,1752,60,8760,513,LinearRegression,4
4,domain,38.16209442877406,48.98468083962548,1752,60,8760,513,LinearRegression,4
0,baseline,82.48996706052674,2.7500736546455147,1752,60,8760,513,RandomForestRegressor,4
1,baseline_cyc,77.56663283880609,6.715397775061877,1752,60,8760,513,RandomForestRegressor,4
2,frac,82.00891096951658,2.222174892920512,1752,60,8760,513,RandomForestRegressor,4
3,frac_cyc,79.3188040182069,2.557891821882935,1752,60,8760,513,RandomForestRegressor,4
4,domain,79.41115499780382,2.4445152894708917,1752,60,8760,513,RandomForestRegressor,4
0,baseline,81.90740105538607,5.771030377447466,1752,60,8760,275,LinearRegression,4
1,baseline_cyc,82.43326947570087,5.581533666722754,1752,60,8760,275,LinearRegression,4
2,frac,81.88476429008274,5.819213247292614,1752,60,8760,275,LinearRegression,4
3,frac_cyc,81.68176201866441,4.316987662227545,1752,60,8760,275,LinearRegression,4
4,domain,81.92383622387626,4.046459590783354,1752,60,8760,275,LinearRegression,4
0,baseline,87.12483188991244,1.3577566276164206,1752,60,8760,275,RandomForestRegressor,4
1,baseline_cyc,84.08258890895968,4.580023545060286,1752,60,8760,275,RandomForestRegressor,4
2,frac,86.59711173005951,1.2829065515674682,1752,60,8760,275,RandomForestRegressor,4
3,frac_cyc,85.98137925879716,2.5150170480875156,1752,60,8760,275,RandomForestRegressor,4
4,domain,86.03403565266198,2.707851183297378,1752,60,8760,275,RandomForestRegressor,4
0,baseline,91.6806555948813,2.472015521563687,1752,60,8760,512,LinearRegression,4
1,baseline_cyc,94.27275602606215,1.1415307549001672,1752,60,8760,512,LinearRegression,4
2,frac,91.68762829883342,2.4800066901836186,1752,60,8760,512,LinearRegression,4
3,frac_cyc,94.37103387460496,1.0688626632097713,1752,60,8760,512,LinearRegression,4
4,domain,94.40683814378254,1.1281138882650215,1752,60,8760,512,LinearRegression,4
0,baseline,95.93786000261022,0.9284018376965977,1752,60,8760,512,RandomForestRegressor,4
1,baseline_cyc,95.49171905250012,1.0111150703018381,1752,60,8760,512,RandomForestRegressor,4
2,frac,95.8586760332471,0.975640852806511,1752,60,8760,512,RandomForestRegressor,4
3,frac_cyc,95.08649573235331,1.4554982209104537,1752,60,8760,512,RandomForestRegressor,4
4,domain,95.13976015157648,1.4740196655603524,1752,60,8760,512,RandomForestRegressor,4
0,baseline,79.06030122226534,3.9194035647593912,1756,60,8784,274,LinearRegression,4
1,baseline_cyc,83.73850625761347,0.5604315891890961,1756,60,8784,274,LinearRegression,4
2,frac,79.0560264420885,3.9113558797962993,1756,60,8784,274,LinearRegression,4
3,frac_cyc,82.82828195022311,1.5078311962667201,1756,60,8784,274,LinearRegression,4
4,domain,79.57385715523682,3.9283072829171664,1756,60,8784,274,LinearRegression,4
0,baseline,91.25776772200005,2.8316142876341632,1756,60,8784,274,RandomForestRegressor,4
1,baseline_cyc,89.70926197253613,2.8263001802264394,1756,60,8784,274,RandomForestRegressor,4
2,frac,90.83676487955078,2.6617636448734485,1756,60,8784,274,RandomForestRegressor,4
3,frac_cyc,90.0804944346945,3.203077296374101,1756,60,8784,274,RandomForestRegressor,4
4,domain,90.6439867353823,2.853262393166601,1756,60,8784,274,RandomForestRegressor,4
0,baseline,77.41783388926669,5.558397971342838,1752,60,8760,260,LinearRegression,4
1,baseline_cyc,83.11625957426537,3.097717831989721,1752,60,8760,260,LinearRegression,4
2,frac,76.9462088618368,4.878570943005635,1752,60,8760,260,LinearRegression,4
3,frac_cyc,82.88845825132901,4.78660908980986,1752,60,8760,260,LinearRegression,4
4,domain,78.77222765172696,11.004375189013807,1752,60,8760,260,LinearRegression,4
0,baseline,90.50696891866349,1.2628177687098552,1752,60,8760,260,RandomForestRegressor,4
1,baseline_cyc,88.63078268767852,1.7331678211403683,1752,60,8760,260,RandomForestRegressor,4
2,frac,90.74164644596922,1.197914727261636,1752,60,8760,260,RandomForestRegressor,4
3,frac_cyc,90.41283415200623,1.0806002533261774,1752,60,8760,260,RandomForestRegressor,4
4,domain,90.37908172667181,1.5359665041899946,1752,60,8760,260,RandomForestRegressor,4
0,baseline,50.48878413416476,8.709097827987575,1752,60,8760,506,LinearRegression,4
1,baseline_cyc,58.60173913571377,7.227318444238424,1752,60,8760,506,LinearRegression,4
2,frac,50.774095549234566,8.598129039898973,1752,60,8760,506,LinearRegression,4
3,frac_cyc,48.81222858204908,23.518543078834952,1752,60,8760,506,LinearRegression,4
4,domain,56.02447872244728,11.823081525786833,1752,60,8760,506,LinearRegression,4
0,baseline,73.82211763805228,5.113562527671644,1752,60,8760,506,RandomForestRegressor,4
1,baseline_cyc,68.79939929703913,5.492566568623047,1752,60,8760,506,RandomForestRegressor,4
2,frac,73.14832825365808,5.695387779745342,1752,60,8760,506,RandomForestRegressor,4
3,frac_cyc,74.73122303453346,1.6935605988979798,1752,60,8760,506,RandomForestRegressor,4
4,domain,75.42394258722855,1.0402963378551549,1752,60,8760,506,RandomForestRegressor,4
0,baseline,54.454160916856935,15.594769398927756,1752,60,8760,248,LinearRegression,4
1,baseline_cyc,72.34372009883685,10.895574040921389,1752,60,8760,248,LinearRegression,4
2,frac,54.89059616360791,15.136680648133655,1752,60,8760,248,LinearRegression,4
3,frac_cyc,53.25228148967017,21.942559999325255,1752,60,8760,248,LinearRegression,4
4,domain,51.14857390959489,26.132480622703305,1752,60,8760,248,LinearRegression,4
0,baseline,81.1749925249135,8.451531631457902,1752,60,8760,248,RandomForestRegressor,4
1,baseline_cyc,72.24209855441023,13.730877253969453,1752,60,8760,248,RandomForestRegressor,4
2,frac,80.31704677681265,7.648631905071921,1752,60,8760,248,RandomForestRegressor,4
3,frac_cyc,86.46312026765149,5.104855138371226,1752,60,8760,248,RandomForestRegressor,4
4,domain,87.83813996922953,3.7986090032775026,1752,60,8760,248,RandomForestRegressor,4
0,baseline,-13.260596181641088,68.64110221150314,1752,60,8760,102,LinearRegression,4
1,baseline_cyc,-66.77792375500302,108.08023453737239,1752,60,8760,102,LinearRegression,4
2,frac,-51.702840071310376,88.42339540902312,1752,60,8760,102,LinearRegression,4
3,frac_cyc,-144.626678984404,172.48655127105764,1752,60,8760,102,LinearRegression,4
4,domain,-136.4051898928185,167.0602584109339,1752,60,8760,102,LinearRegression,4
0,baseline,-70.47730727890591,182.0544931747765,1752,60,8760,102,RandomForestRegressor,4
1,baseline_cyc,-71.88566474454369,158.2557513746012,1752,60,8760,102,RandomForestRegressor,4
2,frac,-75.73866718780866,182.85299062087466,1752,60,8760,102,RandomForestRegressor,4
3,frac_cyc,-47.83158784165591,120.90907911877412,1752,60,8760,102,RandomForestRegressor,4
4,domain,-60.912986608510664,158.2651437840533,1752,60,8760,102,RandomForestRegressor,4
0,baseline,-109.42207096315695,90.9152306249938,1752,60,8760,116,LinearRegression,4
1,baseline_cyc,-226.42137035469523,163.6620705880113,1752,60,8760,116,LinearRegression,4
2,frac,-164.06585599931674,108.50092561665613,1752,60,8760,116,LinearRegression,4
3,frac_cyc,-335.7556884273382,296.2572473970675,1752,60,8760,116,LinearRegression,4
4,domain,-330.6032449404633,303.2444529914812,1752,60,8760,116,LinearRegression,4
0,baseline,-195.21187478726785,326.6146003782518,1752,60,8760,116,RandomForestRegressor,4
1,baseline_cyc,-215.79329949755692,275.55473276219686,1752,60,8760,116,RandomForestRegressor,4
2,frac,-198.1254419618599,334.5018645540624,1752,60,8760,116,RandomForestRegressor,4
3,frac_cyc,-153.30217138446022,229.59830495854368,1752,60,8760,116,RandomForestRegressor,4
4,domain,-179.8134961907253,293.68872004687506,1752,60,8760,116,RandomForestRegressor,4
0,baseline,77.38300752346967,5.990943830897777,1752,60,8760,499,LinearRegression,4
1,baseline_cyc,71.13562781704432,3.962702029517047,1752,60,8760,499,LinearRegression,4
2,frac,77.60440592829397,6.108936367811125,1752,60,8760,499,LinearRegression,4
3,frac_cyc,55.852046957153476,23.994121361989624,1752,60,8760,499,LinearRegression,4
4,domain,54.44881277021334,26.897983803262054,1752,60,8760,499,LinearRegression,4
0,baseline,82.97739968750253,8.37388086181506,1752,60,8760,499,RandomForestRegressor,4
1,baseline_cyc,87.41206234967795,4.6736554702816875,1752,60,8760,499,RandomForestRegressor,4
2,frac,83.8435600919133,8.069829179812587,1752,60,8760,499,RandomForestRegressor,4
3,frac_cyc,86.07316992893641,6.360170872556762,1752,60,8760,499,RandomForestRegressor,4
4,domain,85.61970271242564,5.542633173063919,1752,60,8760,499,RandomForestRegressor,4
0,baseline,90.26473715423205,0.7000794864873889,1752,60,8760,466,LinearRegression,4
1,baseline_cyc,92.19594860093957,2.097036753259338,1752,60,8760,466,LinearRegression,4
2,frac,90.27816456588045,0.6896997523741948,1752,60,8760,466,LinearRegression,4
3,frac_cyc,92.38449648353458,2.108465958339056,1752,60,8760,466,LinearRegression,4
4,domain,92.1070885378518,2.1277147661327405,1752,60,8760,466,LinearRegression,4
0,baseline,95.03883585215266,1.2347509076212897,1752,60,8760,466,RandomForestRegressor,4
1,baseline_cyc,94.2207113463254,1.335168438277254,1752,60,8760,466,RandomForestRegressor,4
2,frac,94.9298431892753,1.1680203463980199,1752,60,8760,466,RandomForestRegressor,4
3,frac_cyc,94.57556725182582,1.168889233608305,1752,60,8760,466,RandomForestRegressor,4
4,domain,94.64941528373353,1.2141911295702084,1752,60,8760,466,RandomForestRegressor,4
0,baseline,28.353129675621627,32.050108591759944,1752,60,8760,300,LinearRegression,4
1,baseline_cyc,64.69367717812169,8.664423670179795,1752,60,8760,300,LinearRegression,4
2,frac,28.628735696020236,31.955090372757695,1752,60,8760,300,LinearRegression,4
3,frac_cyc,56.20171877920728,12.480558473362404,1752,60,8760,300,LinearRegression,4
4,domain,56.6880391002451,11.904625828302885,1752,60,8760,300,LinearRegression,4
0,baseline,64.76800590786172,6.267359147745944,1752,60,8760,300,RandomForestRegressor,4
1,baseline_cyc,63.63619766858377,8.033666222087144,1752,60,8760,300,RandomForestRegressor,4
2,frac,63.81163766172476,7.808893380856594,1752,60,8760,300,RandomForestRegressor,4
3,frac_cyc,65.77280438344312,3.6280665834627936,1752,60,8760,300,RandomForestRegressor,4
4,domain,66.41708983612465,3.7675731493744715,1752,60,8760,300,RandomForestRegressor,4
0,baseline,58.7552573867614,33.83486796974294,1752,60,8760,314,LinearRegression,4
1,baseline_cyc,54.24630790545167,37.14123872600726,1752,60,8760,314,LinearRegression,4
2,frac,54.54360865766336,34.945747756967315,1752,60,8760,314,LinearRegression,4
3,frac_cyc,47.66314574615841,33.24704473301451,1752,60,8760,314,LinearRegression,4
4,domain,48.77915326208823,33.62567626283471,1752,60,8760,314,LinearRegression,4
0,baseline,69.39966459136706,31.244994812984977,1752,60,8760,314,RandomForestRegressor,4
1,baseline_cyc,65.10879780220209,33.488315976681434,1752,60,8760,314,RandomForestRegressor,4
2,frac,69.48978507851456,30.626230047438735,1752,60,8760,314,RandomForestRegressor,4
3,frac_cyc,68.64599962215698,35.63657150448794,1752,60,8760,314,RandomForestRegressor,4
4,domain,67.56122986859971,37.05876866451638,1752,60,8760,314,RandomForestRegressor,4
0,baseline,-240.08880889531295,227.6278057115868,7392,15,36960,3,LinearRegression,4
1,baseline_cyc,-187.31508198309268,129.6535955946008,7392,15,36960,3,LinearRegression,4
2,frac,-250.79649710646586,229.744622874297,7392,15,36960,3,LinearRegression,4
3,frac_cyc,-175.36847356890755,115.0359873027189,7392,15,36960,3,LinearRegression,4
4,domain,-173.5866611003948,113.91534252117619,7392,15,36960,3,LinearRegression,4
0,baseline,-129.4798049701056,90.68868314017185,7392,15,36960,3,RandomForestRegressor,4
1,baseline_cyc,-126.2852260854907,90.70994948703667,7392,15,36960,3,RandomForestRegressor,4
2,frac,-129.109752551656,84.67023791083538,7392,15,36960,3,RandomForestRegressor,4
3,frac_cyc,-132.88033348306143,100.13251000391209,7392,15,36960,3,RandomForestRegressor,4
4,domain,-111.96846058945839,74.61716858297487,7392,15,36960,3,RandomForestRegressor,4
0,baseline,87.78785771563771,3.8296663649447127,1752,60,8760,472,LinearRegression,4
1,baseline_cyc,91.10160667326224,1.8546996886423799,1752,60,8760,472,LinearRegression,4
2,frac,87.91081947022963,3.682926445754046,1752,60,8760,472,LinearRegression,4
3,frac_cyc,88.1658587919735,2.5024689416615162,1752,60,8760,472,LinearRegression,4
4,domain,88.18427056535575,2.4348590274358917,1752,60,8760,472,LinearRegression,4
0,baseline,93.65903660385747,1.3224520725203586,1752,60,8760,472,RandomForestRegressor,4
1,baseline_cyc,93.74462516293443,0.9658312057901233,1752,60,8760,472,RandomForestRegressor,4
2,frac,93.78864880382798,1.291440571024552,1752,60,8760,472,RandomForestRegressor,4
3,frac_cyc,94.5893455785736,0.2578380771717406,1752,60,8760,472,RandomForestRegressor,4
4,domain,94.58714793868589,0.5173695248323023,1752,60,8760,472,RandomForestRegressor,4
0,baseline,52.08786542031432,0.4784645919538727,19276,15,96380,26,LinearRegression,4
1,baseline_cyc,58.156858629974536,2.6338507111930287,19276,15,96380,26,LinearRegression,4
2,frac,47.201281629741835,3.5461674423729312,19276,15,96380,26,LinearRegression,4
3,frac_cyc,58.212235192463616,2.61426059304268,19276,15,96380,26,LinearRegression,4
4,domain,58.242680695524115,2.6303528924049777,19276,15,96380,26,LinearRegression,4
0,baseline,74.09622272056876,5.992373956329369,19276,15,96380,26,RandomForestRegressor,4
1,baseline_cyc,71.1204324452213,3.5525952243081393,19276,15,96380,26,RandomForestRegressor,4
2,frac,71.30875510675719,4.272447476557256,19276,15,96380,26,RandomForestRegressor,4
3,frac_cyc,72.70311120396035,3.513888614177709,19276,15,96380,26,RandomForestRegressor,4
4,domain,72.68286147050469,3.503852320792842,19276,15,96380,26,RandomForestRegressor,4
0,baseline,-91.37146018429715,72.1703139744984,1752,60,8760,328,LinearRegression,4
1,baseline_cyc,-98.92706929328237,44.402761794256065,1752,60,8760,328,LinearRegression,4
2,frac,-147.27633674861883,73.70389057264475,1752,60,8760,328,LinearRegression,4
3,frac_cyc,-202.46489618613958,234.84969379469104,1752,60,8760,328,LinearRegression,4
4,domain,-218.15477066712444,264.5002354191616,1752,60,8760,328,LinearRegression,4
0,baseline,-25.38877987122309,55.80966001184411,1752,60,8760,328,RandomForestRegressor,4
1,baseline_cyc,-68.73144673155355,43.454676315001066,1752,60,8760,328,RandomForestRegressor,4
2,frac,-63.40905549040004,30.328943148929994,1752,60,8760,328,RandomForestRegressor,4
3,frac_cyc,-63.23167555503622,69.51786577643657,1752,60,8760,328,RandomForestRegressor,4
4,domain,-54.1084684814275,75.83885169900945,1752,60,8760,328,RandomForestRegressor,4
0,baseline,17.27586707261935,62.95036495714559,13222,15,66111,32,LinearRegression,4
1,baseline_cyc,62.6477122010832,14.43719830843547,13222,15,66111,32,LinearRegression,4
2,frac,37.44572217585075,40.521573480692396,13222,15,66111,32,LinearRegression,4
3,frac_cyc,60.22336040953468,14.572150311315287,13222,15,66111,32,LinearRegression,4
4,domain,61.050686199280506,14.67330989946817,13222,15,66111,32,LinearRegression,4
0,baseline,71.58252501288365,18.074993546404635,13222,15,66111,32,RandomForestRegressor,4
1,baseline_cyc,69.67598724534048,17.320453694441817,13222,15,66111,32,RandomForestRegressor,4
2,frac,71.46622501640633,17.975561933668622,13222,15,66111,32,RandomForestRegressor,4
3,frac_cyc,71.40912795729784,18.302837867418546,13222,15,66111,32,RandomForestRegressor,4
4,domain,71.21111030408231,18.421388780812006,13222,15,66111,32,RandomForestRegressor,4
0,baseline,87.40268533138459,3.1199437070365197,1752,60,8760,373,LinearRegression,4
1,baseline_cyc,90.72778847691013,0.8184745200748883,1752,60,8760,373,LinearRegression,4
2,frac,87.4541084785136,3.118408144354362,1752,60,8760,373,LinearRegression,4
3,frac_cyc,89.42771540881374,1.4664790997670822,1752,60,8760,373,LinearRegression,4
4,domain,89.66520613100374,1.0542794766084453,1752,60,8760,373,LinearRegression,4
0,baseline,92.8551429821131,1.5967325854201093,1752,60,8760,373,RandomForestRegressor,4
1,baseline_cyc,92.09202980865156,1.7974134567655349,1752,60,8760,373,RandomForestRegressor,4
2,frac,92.5911241736926,1.8210805025589725,1752,60,8760,373,RandomForestRegressor,4
3,frac_cyc,91.85859284562196,1.8274022280594495,1752,60,8760,373,RandomForestRegressor,4
4,domain,92.1965524896757,1.8558245708865015,1752,60,8760,373,RandomForestRegressor,4
0,baseline,78.40805286815561,2.681729328639014,1752,60,8760,415,LinearRegression,4
1,baseline_cyc,72.90742440950744,10.800662479541053,1752,60,8760,415,LinearRegression,4
2,frac,78.6225441240723,2.627034727574767,1752,60,8760,415,LinearRegression,4
3,frac_cyc,61.43446925737567,26.842949341202107,1752,60,8760,415,LinearRegression,4
4,domain,61.69037880373698,26.081787846505666,1752,60,8760,415,LinearRegression,4
0,baseline,84.76122208291486,3.455728289133158,1752,60,8760,415,RandomForestRegressor,4
1,baseline_cyc,86.36495977466222,2.9240606181624513,1752,60,8760,415,RandomForestRegressor,4
2,frac,85.33137183272297,3.9476904670086745,1752,60,8760,415,RandomForestRegressor,4
3,frac_cyc,86.72140888125793,3.879373939591051,1752,60,8760,415,RandomForestRegressor,4
4,domain,87.15487767762562,3.721990285327883,1752,60,8760,415,RandomForestRegressor,4
0,baseline,52.08952434159069,6.965758846452622,8482,15,42412,69,LinearRegression,4
1,baseline_cyc,54.40893879088403,8.701401865685401,8482,15,42412,69,LinearRegression,4
2,frac,43.09364477480472,14.419586797688142,8482,15,42412,69,LinearRegression,4
3,frac_cyc,62.01312507129518,4.4092058554562135,8482,15,42412,69,LinearRegression,4
4,domain,56.6458149237095,3.8284023918950227,8482,15,42412,69,LinearRegression,4
0,baseline,78.80433982162262,6.441435115971557,8482,15,42412,69,RandomForestRegressor,4
1,baseline_cyc,62.886356846764485,7.010689744419388,8482,15,42412,69,RandomForestRegressor,4
2,frac,79.01984514883203,7.203205776187327,8482,15,42412,69,RandomForestRegressor,4
3,frac_cyc,79.51536952848436,8.084886954366494,8482,15,42412,69,RandomForestRegressor,4
4,domain,80.30721953322498,5.8573764175048995,8482,15,42412,69,RandomForestRegressor,4
0,baseline,73.27227257322346,7.207457289247132,1752,60,8760,401,LinearRegression,4
1,baseline_cyc,74.45010579026963,10.20454096448153,1752,60,8760,401,LinearRegression,4
2,frac,75.23597191269607,3.218939989940608,1752,60,8760,401,LinearRegression,4
3,frac_cyc,55.300053691462296,46.76676501833073,1752,60,8760,401,LinearRegression,4
4,domain,56.850687030292555,43.7194275611894,1752,60,8760,401,LinearRegression,4
0,baseline,86.226873454811,4.534161886919933,1752,60,8760,401,RandomForestRegressor,4
1,baseline_cyc,82.9624085974647,5.327026295824454,1752,60,8760,401,RandomForestRegressor,4
2,frac,86.70595910781341,4.078711355506328,1752,60,8760,401,RandomForestRegressor,4
3,frac_cyc,86.12418389140714,5.444619749026075,1752,60,8760,401,RandomForestRegressor,4
4,domain,86.41331155915853,5.251736824469668,1752,60,8760,401,RandomForestRegressor,4
0,baseline,57.396005900174316,9.987834157579158,1752,60,8760,367,LinearRegression,4
1,baseline_cyc,71.29210079774293,1.6700847765056086,1752,60,8760,367,LinearRegression,4
2,frac,55.502504455616624,6.656871835394518,1752,60,8760,367,LinearRegression,4
3,frac_cyc,71.29187911498153,2.3027017428578245,1752,60,8760,367,LinearRegression,4
4,domain,70.94562780087928,2.830900606816506,1752,60,8760,367,LinearRegression,4
0,baseline,77.8295991156412,7.402383715967411,1752,60,8760,367,RandomForestRegressor,4
1,baseline_cyc,73.92124720380951,6.106328048366244,1752,60,8760,367,RandomForestRegressor,4
2,frac,79.57780779691086,7.226448499618579,1752,60,8760,367,RandomForestRegressor,4
3,frac_cyc,79.43410751815212,4.47175136850094,1752,60,8760,367,RandomForestRegressor,4
4,domain,79.80357190838384,5.3807347171850095,1752,60,8760,367,RandomForestRegressor,4
0,baseline,71.28270584531141,1.1125939889660568,1752,60,8760,429,LinearRegression,4
1,baseline_cyc,68.3549235346986,8.784460628508263,1752,60,8760,429,LinearRegression,4
2,frac,74.54822824443193,1.171003528106505,1752,60,8760,429,LinearRegression,4
3,frac_cyc,50.790366108533576,35.27062161260103,1752,60,8760,429,LinearRegression,4
4,domain,51.2341696838502,35.40818018870575,1752,60,8760,429,LinearRegression,4
0,baseline,82.05493822727188,4.792640938572738,1752,60,8760,429,RandomForestRegressor,4
1,baseline_cyc,79.66131968339252,2.6035268133586973,1752,60,8760,429,RandomForestRegressor,4
2,frac,83.47946042790859,3.827575889981375,1752,60,8760,429,RandomForestRegressor,4
3,frac_cyc,84.54223314361053,4.290459248024573,1752,60,8760,429,RandomForestRegressor,4
4,domain,83.9316168155329,4.81806272421578,1752,60,8760,429,RandomForestRegressor,4
0,baseline,52.96905889791423,17.29198267573946,11519,15,57599,55,LinearRegression,4
1,baseline_cyc,61.903485189231425,14.12710482010036,11519,15,57599,55,LinearRegression,4
2,frac,59.357054433576764,13.71495181712063,11519,15,57599,55,LinearRegression,4
3,frac_cyc,60.88232765330898,14.315099746360575,11519,15,57599,55,LinearRegression,4
4,domain,61.04317693597358,14.148461547043665,11519,15,57599,55,LinearRegression,4
0,baseline,78.27498713716284,8.7008556817301,11519,15,57599,55,RandomForestRegressor,4
1,baseline_cyc,75.727204285122,8.536443296632896,11519,15,57599,55,RandomForestRegressor,4
2,frac,78.50632055958488,7.733302845654737,11519,15,57599,55,RandomForestRegressor,4
3,frac_cyc,78.56426189086805,7.345603020310811,11519,15,57599,55,RandomForestRegressor,4
4,domain,79.15504448930315,6.700205850836914,11519,15,57599,55,RandomForestRegressor,4
0,baseline,72.65256003300829,6.254204792478485,27943,15,139716,41,LinearRegression,4
1,baseline_cyc,70.14191631612594,0.6674362688405275,27943,15,139716,41,LinearRegression,4
2,frac,61.85451573556359,1.0770826533984452,27943,15,139716,41,LinearRegression,4
3,frac_cyc,70.41270362129379,0.600998134956291,27943,15,139716,41,LinearRegression,4
4,domain,70.31333432818562,0.7448465158617206,27943,15,139716,41,LinearRegression,4
0,baseline,86.17847349132302,3.166208286673756,27943,15,139716,41,RandomForestRegressor,4
1,baseline_cyc,76.32993878383935,0.5070121089050492,27943,15,139716,41,RandomForestRegressor,4
2,frac,80.33367764852365,0.7022190358610377,27943,15,139716,41,RandomForestRegressor,4
3,frac_cyc,80.61407798175546,0.41076808784299584,27943,15,139716,41,RandomForestRegressor,4
4,domain,80.58063932305308,0.6226380674119988,27943,15,139716,41,RandomForestRegressor,4
0,baseline,72.46025528903226,2.486260880178635,1752,60,8760,96,LinearRegression,4
1,baseline_cyc,72.99408872936807,2.2652286415342195,1752,60,8760,96,LinearRegression,4
2,frac,72.52398571051597,2.3646799039463637,1752,60,8760,96,LinearRegression,4
3,frac_cyc,68.4739649738788,10.560072884350623,1752,60,8760,96,LinearRegression,4
4,domain,70.1738143687988,7.340189777484449,1752,60,8760,96,LinearRegression,4
0,baseline,81.06398953018001,2.448538801480239,1752,60,8760,96,RandomForestRegressor,4
