,method,score,std,test_points,freq,dpoints,building_id,model,splits
1,baseline_cyc,78.58715903901405,3.6847334193901613,1752,60,8760,218,RandomForestRegressor,4
2,frac,82.55920134352553,3.340030787869909,1752,60,8760,218,RandomForestRegressor,4
3,frac_cyc,79.15466049835635,5.7015093592214665,1752,60,8760,218,RandomForestRegressor,4
4,domain,81.57727075178349,3.1647372013531077,1752,60,8760,218,RandomForestRegressor,4
0,baseline,79.59216219347617,5.535983774756331,1752,60,8760,542,LinearRegression,4
1,baseline_cyc,68.90794499214302,13.597961730291853,1752,60,8760,542,LinearRegression,4
2,frac,79.75830478340822,5.654373083340801,1752,60,8760,542,LinearRegression,4
3,frac_cyc,52.878641016007165,33.666393864854406,1752,60,8760,542,LinearRegression,4
4,domain,49.327227254860205,40.57169627228846,1752,60,8760,542,LinearRegression,4
0,baseline,79.91406256263258,3.936684281359065,1752,60,8760,542,RandomForestRegressor,4
1,baseline_cyc,85.6456297174293,3.4554545285291427,1752,60,8760,542,RandomForestRegressor,4
2,frac,81.3581951350272,4.761360143637449,1752,60,8760,542,RandomForestRegressor,4
3,frac_cyc,83.98726573490676,4.141708882613281,1752,60,8760,542,RandomForestRegressor,4
4,domain,83.60985655860114,3.6418722709397278,1752,60,8760,542,RandomForestRegressor,4
0,baseline,10.489701914190864,27.52433613944226,1752,60,8760,224,LinearRegression,4
1,baseline_cyc,28.253935857523892,7.821349634330674,1752,60,8760,224,LinearRegression,4
2,frac,7.33957915396614,26.39063336786828,1752,60,8760,224,LinearRegression,4
3,frac_cyc,30.709143703084234,9.253389610979895,1752,60,8760,224,LinearRegression,4
4,domain,28.407250306738245,9.718605176946436,1752,60,8760,224,LinearRegression,4
0,baseline,55.960302062801816,9.812296858831667,1752,60,8760,224,RandomForestRegressor,4
1,baseline_cyc,46.26243726263311,8.737777712748882,1752,60,8760,224,RandomForestRegressor,4
2,frac,62.61375531199751,5.3024483572440655,1752,60,8760,224,RandomForestRegressor,4
3,frac_cyc,67.88364072681104,7.320707011671676,1752,60,8760,224,RandomForestRegressor,4
4,domain,67.00121321620341,7.4712758100601695,1752,60,8760,224,RandomForestRegressor,4
0,baseline,-93.73720688584639,150.44103624560344,1752,60,8760,230,LinearRegression,4
1,baseline_cyc,-102.77118273766933,154.17359282100622,1752,60,8760,230,LinearRegression,4
2,frac,-96.05446812679631,141.72687729930968,1752,60,8760,230,LinearRegression,4
3,frac_cyc,-105.48406737571136,155.62793520439118,1752,60,8760,230,LinearRegression,4
4,domain,-105.78450074129675,148.76287689832955,1752,60,8760,230,LinearRegression,4
0,baseline,-66.97248472179969,209.9873081542473,1752,60,8760,230,RandomForestRegressor,4
1,baseline_cyc,-90.07348993674562,197.1014902839524,1752,60,8760,230,RandomForestRegressor,4
2,frac,-68.70563175309749,212.88906216680655,1752,60,8760,230,RandomForestRegressor,4
3,frac_cyc,-69.75412160973836,213.4099451277509,1752,60,8760,230,RandomForestRegressor,4
4,domain,-71.57292266681284,218.2449498462533,1752,60,8760,230,RandomForestRegressor,4
0,baseline,76.77977373832442,1.6380396687699303,1756,60,8784,556,LinearRegression,4
1,baseline_cyc,77.56993529207196,0.7005763274861841,1756,60,8784,556,LinearRegression,4
2,frac,76.76718558926285,1.6300481954904131,1756,60,8784,556,LinearRegression,4
3,frac_cyc,78.78002975110584,0.8046024616644106,1756,60,8784,556,LinearRegression,4
4,domain,77.87732625528011,0.7307478564252119,1756,60,8784,556,LinearRegression,4
0,baseline,92.30835564554762,3.316612576055847,1756,60,8784,556,RandomForestRegressor,4
1,baseline_cyc,86.33544945346702,2.2233874696459397,1756,60,8784,556,RandomForestRegressor,4
2,frac,91.8818993773492,2.9295239764062764,1756,60,8784,556,RandomForestRegressor,4
3,frac_cyc,91.8825214374845,1.6452731685549788,1756,60,8784,556,RandomForestRegressor,4
4,domain,91.9257032761542,1.7496297697759458,1756,60,8784,556,RandomForestRegressor,4
0,baseline,79.44261049293354,4.542949813832113,1752,60,8760,191,LinearRegression,4
1,baseline_cyc,80.10144734029929,4.8457980159363885,1752,60,8760,191,LinearRegression,4
2,frac,79.39548609319317,4.249789746986066,1752,60,8760,191,LinearRegression,4
3,frac_cyc,66.09544500163457,17.688281064057435,1752,60,8760,191,LinearRegression,4
4,domain,62.162316343081855,24.753983763484257,1752,60,8760,191,LinearRegression,4
0,baseline,85.80493941863274,6.233260718115872,1752,60,8760,191,RandomForestRegressor,4
1,baseline_cyc,85.03907899673787,5.232682498249593,1752,60,8760,191,RandomForestRegressor,4
2,frac,86.032926174021,5.930155480194396,1752,60,8760,191,RandomForestRegressor,4
3,frac_cyc,86.5392475962334,6.116724789684877,1752,60,8760,191,RandomForestRegressor,4
4,domain,85.65450521397322,7.128065573077098,1752,60,8760,191,RandomForestRegressor,4
0,baseline,12.825355506640452,55.757972757236004,1752,60,8760,185,LinearRegression,4
1,baseline_cyc,-2.675626407344975,46.32552425888106,1752,60,8760,185,LinearRegression,4
2,frac,12.986479076810532,55.24519519628758,1752,60,8760,185,LinearRegression,4
3,frac_cyc,-22.14030132086023,65.83295732429525,1752,60,8760,185,LinearRegression,4
4,domain,-5.348143283520834,46.66035187881164,1752,60,8760,185,LinearRegression,4
0,baseline,68.62441855928206,10.92882664410829,1752,60,8760,185,RandomForestRegressor,4
1,baseline_cyc,53.567553811978634,15.429238127449606,1752,60,8760,185,RandomForestRegressor,4
2,frac,69.96255591716653,7.106006000506761,1752,60,8760,185,RandomForestRegressor,4
3,frac_cyc,62.85074159222246,5.835957764265966,1752,60,8760,185,RandomForestRegressor,4
4,domain,60.913769290314775,6.195151997111097,1752,60,8760,185,RandomForestRegressor,4
0,baseline,72.32422627616239,7.333711286645936,14332,15,71661,608,LinearRegression,4
1,baseline_cyc,76.8082105498139,5.506014725953118,14332,15,71661,608,LinearRegression,4
2,frac,72.15675782803388,7.201153803628176,14332,15,71661,608,LinearRegression,4
3,frac_cyc,77.31056480564035,5.373238500303765,14332,15,71661,608,LinearRegression,4
4,domain,77.5092594961755,5.520935996229269,14332,15,71661,608,LinearRegression,4
0,baseline,84.55399568245267,5.480434487722017,14332,15,71661,608,RandomForestRegressor,4
1,baseline_cyc,82.8907767146633,6.259411291876607,14332,15,71661,608,RandomForestRegressor,4
2,frac,83.98851719802641,5.313587948146282,14332,15,71661,608,RandomForestRegressor,4
3,frac_cyc,85.1821200973917,5.73024108777269,14332,15,71661,608,RandomForestRegressor,4
4,domain,85.31521671266555,5.7342260326092545,14332,15,71661,608,RandomForestRegressor,4
0,baseline,58.2025451094409,12.16070047595542,1752,60,8760,152,LinearRegression,4
1,baseline_cyc,56.74917191516711,7.382192886779196,1752,60,8760,152,LinearRegression,4
2,frac,55.97734346528432,11.681880545338952,1752,60,8760,152,LinearRegression,4
3,frac_cyc,56.820870712494305,11.26337461491,1752,60,8760,152,LinearRegression,4
4,domain,56.08332441711614,11.095776829385809,1752,60,8760,152,LinearRegression,4
0,baseline,64.09381658319768,10.585907822619786,1752,60,8760,152,RandomForestRegressor,4
1,baseline_cyc,67.07909156441096,9.122149733106042,1752,60,8760,152,RandomForestRegressor,4
2,frac,59.633792873607305,12.291490423214478,1752,60,8760,152,RandomForestRegressor,4
3,frac_cyc,63.169216696972704,8.594131504327779,1752,60,8760,152,RandomForestRegressor,4
4,domain,62.6711683632537,8.897306983148106,1752,60,8760,152,RandomForestRegressor,4
0,baseline,84.14114041320056,7.452724170357615,20530,15,102651,634,LinearRegression,4
1,baseline_cyc,89.73894170792788,3.1959827788336415,20530,15,102651,634,LinearRegression,4
2,frac,86.4755080397127,4.527614610982428,20530,15,102651,634,LinearRegression,4
3,frac_cyc,89.86255375047364,3.0777323339448848,20530,15,102651,634,LinearRegression,4
4,domain,89.90194460403775,3.193981175358105,20530,15,102651,634,LinearRegression,4
0,baseline,89.13076174213501,2.6656767864265527,20530,15,102651,634,RandomForestRegressor,4
1,baseline_cyc,89.68841408636047,2.6562523995349814,20530,15,102651,634,RandomForestRegressor,4
2,frac,89.90944446042494,2.6969608838186603,20530,15,102651,634,RandomForestRegressor,4
3,frac_cyc,89.93103902812129,2.7696176301971094,20530,15,102651,634,RandomForestRegressor,4
4,domain,89.8843656161507,2.725850075269391,20530,15,102651,634,RandomForestRegressor,4
0,baseline,56.505167314606155,12.587762937359162,5580,15,27902,620,LinearRegression,4
1,baseline_cyc,67.02589003401398,5.213702586405401,5580,15,27902,620,LinearRegression,4
2,frac,56.47764988763009,12.59991917832552,5580,15,27902,620,LinearRegression,4
3,frac_cyc,67.21842784816154,5.84744571458985,5580,15,27902,620,LinearRegression,4
4,domain,64.89348966155575,6.495996347180443,5580,15,27902,620,LinearRegression,4
0,baseline,76.46751014343707,10.15402386707466,5580,15,27902,620,RandomForestRegressor,4
1,baseline_cyc,76.98761533009247,5.727987807645773,5580,15,27902,620,RandomForestRegressor,4
2,frac,69.5402816830451,18.956504537405976,5580,15,27902,620,RandomForestRegressor,4
3,frac_cyc,70.6305836363472,17.964999988515444,5580,15,27902,620,RandomForestRegressor,4
4,domain,70.00842972471982,19.574562563816233,5580,15,27902,620,RandomForestRegressor,4
0,baseline,-67.25702201797978,110.89600045437909,1752,60,8760,146,LinearRegression,4
1,baseline_cyc,-129.3892447659928,154.2453127243995,1752,60,8760,146,LinearRegression,4
2,frac,-83.81856186487073,102.28943539021694,1752,60,8760,146,LinearRegression,4
3,frac_cyc,-195.46229676430937,221.75445183834037,1752,60,8760,146,LinearRegression,4
4,domain,-193.92892488292694,226.24624800677265,1752,60,8760,146,LinearRegression,4
0,baseline,-124.53656801664573,222.3070042944284,1752,60,8760,146,RandomForestRegressor,4
1,baseline_cyc,-133.49566802115572,213.01070677362767,1752,60,8760,146,RandomForestRegressor,4
2,frac,-128.67966307261136,223.7218338065992,1752,60,8760,146,RandomForestRegressor,4
3,frac_cyc,-125.22473522002531,212.39270679991444,1752,60,8760,146,RandomForestRegressor,4
4,domain,-124.85253324212015,221.27332694815468,1752,60,8760,146,RandomForestRegressor,4
0,baseline,-22.66236691413163,22.279240034520814,12400,15,62001,89,LinearRegression,4
1,baseline_cyc,-32.575428297353696,18.3261758986092,12400,15,62001,89,LinearRegression,4
2,frac,-50.285484215190095,8.17495616926123,12400,15,62001,89,LinearRegression,4
3,frac_cyc,-36.24213278412817,24.533968045094543,12400,15,62001,89,LinearRegression,4
4,domain,-36.00899849133043,22.30154719014278,12400,15,62001,89,LinearRegression,4
0,baseline,56.704128484505276,5.329415195761247,12400,15,62001,89,RandomForestRegressor,4
1,baseline_cyc,20.442916297806274,7.214329159981015,12400,15,62001,89,RandomForestRegressor,4
2,frac,48.95499468425368,9.180426106543507,12400,15,62001,89,RandomForestRegressor,4
3,frac_cyc,48.09863772280716,11.685027490737294,12400,15,62001,89,RandomForestRegressor,4
4,domain,51.455166018161314,5.91382353189736,12400,15,62001,89,RandomForestRegressor,4
0,baseline,45.82046433903258,27.56847888368598,1752,60,8760,393,LinearRegression,4
1,baseline_cyc,53.74984791222696,30.517091445232627,1752,60,8760,393,LinearRegression,4
2,frac,46.59127156404888,25.93119240969654,1752,60,8760,393,LinearRegression,4
3,frac_cyc,31.103909492683687,54.25574379948071,1752,60,8760,393,LinearRegression,4
4,domain,24.41507480207408,65.49996184925416,1752,60,8760,393,LinearRegression,4
0,baseline,74.75487905017971,12.312816068223242,1752,60,8760,393,RandomForestRegressor,4
1,baseline_cyc,64.08872491618084,8.600467741209043,1752,60,8760,393,RandomForestRegressor,4
2,frac,69.10254769622182,14.068784532391826,1752,60,8760,393,RandomForestRegressor,4
3,frac_cyc,64.63198404732218,10.398465645106427,1752,60,8760,393,RandomForestRegressor,4
4,domain,66.6323626327686,8.904793650708154,1752,60,8760,393,RandomForestRegressor,4
0,baseline,-67.96302568631742,196.38522937306792,1752,60,8760,387,LinearRegression,4
1,baseline_cyc,-52.89474382149048,206.27827916779816,1752,60,8760,387,LinearRegression,4
2,frac,-63.582191809384874,184.28061781782702,1752,60,8760,387,LinearRegression,4
3,frac_cyc,-67.59909004306286,196.34824433091453,1752,60,8760,387,LinearRegression,4
4,domain,-60.223659132851395,186.51106537757903,1752,60,8760,387,LinearRegression,4
0,baseline,-56.753712241792044,219.05313529899038,1752,60,8760,387,RandomForestRegressor,4
1,baseline_cyc,-58.15077899476684,221.43589783797327,1752,60,8760,387,RandomForestRegressor,4
2,frac,-55.33821357340535,215.55952821591563,1752,60,8760,387,RandomForestRegressor,4
3,frac_cyc,-49.29382387957593,205.67694715373491,1752,60,8760,387,RandomForestRegressor,4
4,domain,-53.93275043008672,215.64708961570955,1752,60,8760,387,RandomForestRegressor,4
0,baseline,-inf,,14553,15,72768,76,LinearRegression,4
1,baseline_cyc,-inf,,14553,15,72768,76,LinearRegression,4
2,frac,-inf,,14553,15,72768,76,LinearRegression,4
3,frac_cyc,-inf,,14553,15,72768,76,LinearRegression,4
4,domain,-inf,,14553,15,72768,76,LinearRegression,4
0,baseline,-inf,,14553,15,72768,76,RandomForestRegressor,4
1,baseline_cyc,-inf,,14553,15,72768,76,RandomForestRegressor,4
2,frac,-inf,,14553,15,72768,76,RandomForestRegressor,4
3,frac_cyc,-inf,,14553,15,72768,76,RandomForestRegressor,4
4,domain,-inf,,14553,15,72768,76,RandomForestRegressor,4
0,baseline,81.83420461529823,3.211855308362336,1752,60,8760,378,LinearRegression,4
1,baseline_cyc,80.79668734761678,9.35389449440601,1752,60,8760,378,LinearRegression,4
2,frac,82.87310789517056,2.388640645832738,1752,60,8760,378,LinearRegression,4
3,frac_cyc,83.13894893758012,6.794371686482802,1752,60,8760,378,LinearRegression,4
4,domain,82.42965859353143,7.9376048544639595,1752,60,8760,378,LinearRegression,4
0,baseline,92.72508014996409,1.3953358279229118,1752,60,8760,378,RandomForestRegressor,4
1,baseline_cyc,88.807370705558,1.3955415865006768,1752,60,8760,378,RandomForestRegressor,4
2,frac,92.54153572016565,1.3301287442197756,1752,60,8760,378,RandomForestRegressor,4
3,frac_cyc,92.31126948059645,1.2850072821764364,1752,60,8760,378,RandomForestRegressor,4
4,domain,92.39719774880753,1.2262407802554365,1752,60,8760,378,RandomForestRegressor,4
0,baseline,-828.5923092014949,927.5736910405038,10763,15,53815,62,LinearRegression,4
1,baseline_cyc,-906.8957709251234,776.1523769940852,10763,15,53815,62,LinearRegression,4
2,frac,-732.6465316327008,785.0963383602359,10763,15,53815,62,LinearRegression,4
3,frac_cyc,-966.4895891233818,820.458403961226,10763,15,53815,62,LinearRegression,4
4,domain,-948.1125458355705,800.7913515850871,10763,15,53815,62,LinearRegression,4
0,baseline,-235.5119569464215,266.31079966557843,10763,15,53815,62,RandomForestRegressor,4
1,baseline_cyc,-403.78911363603413,319.14294162715896,10763,15,53815,62,RandomForestRegressor,4
2,frac,-294.5653842205023,313.4020047738569,10763,15,53815,62,RandomForestRegressor,4
3,frac_cyc,-275.3642963822229,274.7507143158844,10763,15,53815,62,RandomForestRegressor,4
4,domain,-173.18719836883105,216.07103312802013,10763,15,53815,62,RandomForestRegressor,4
0,baseline,63.41291130918255,1.3710440912774766,1752,60,8760,436,LinearRegression,4
1,baseline_cyc,77.3676647142275,5.949743665377414,1752,60,8760,436,LinearRegression,4
2,frac,64.31570379713156,2.5039209060580925,1752,60,8760,436,LinearRegression,4
3,frac_cyc,76.33573410938519,6.160757857953106,1752,60,8760,436,LinearRegression,4
4,domain,76.92024970318269,5.481564283459002,1752,60,8760,436,LinearRegression,4
0,baseline,87.23483100292138,2.1449451023113975,1752,60,8760,436,RandomForestRegressor,4
1,baseline_cyc,83.87325654328389,2.217478495275813,1752,60,8760,436,RandomForestRegressor,4
2,frac,87.26633687180049,1.2680491757524561,1752,60,8760,436,RandomForestRegressor,4
3,frac_cyc,87.43382850839438,1.8715571863919345,1752,60,8760,436,RandomForestRegressor,4
4,domain,87.55255530949862,1.6570926131688337,1752,60,8760,436,RandomForestRegressor,4
0,baseline,75.16337411203041,6.8485320010530115,1752,60,8760,350,LinearRegression,4
1,baseline_cyc,57.09107807815438,32.40924432873087,1752,60,8760,350,LinearRegression,4
2,frac,75.24977415278615,6.7272796067242195,1752,60,8760,350,LinearRegression,4
3,frac_cyc,30.644906828620773,73.95612861505322,1752,60,8760,350,LinearRegression,4
4,domain,27.889076864473274,79.44009784471561,1752,60,8760,350,LinearRegression,4
0,baseline,80.90391341059606,8.064353041396156,1752,60,8760,350,RandomForestRegressor,4
1,baseline_cyc,80.64385798362648,7.653890508963816,1752,60,8760,350,RandomForestRegressor,4
2,frac,81.23771161497909,7.384503517576496,1752,60,8760,350,RandomForestRegressor,4
3,frac_cyc,81.45762997343648,7.013155956145189,1752,60,8760,350,RandomForestRegressor,4
4,domain,80.94429924624089,8.083714844726138,1752,60,8760,350,RandomForestRegressor,4
0,baseline,54.425235195272855,2.5611309481491618,1752,60,8760,344,LinearRegression,4
1,baseline_cyc,67.67439474869263,4.751115863801371,1752,60,8760,344,LinearRegression,4
2,frac,54.109482897805314,2.0896521047552796,1752,60,8760,344,LinearRegression,4
3,frac_cyc,44.07057157999156,47.87350173294327,1752,60,8760,344,LinearRegression,4
4,domain,45.89656662853731,44.61813990270677,1752,60,8760,344,LinearRegression,4
0,baseline,89.76048620825995,2.5568835989382364,1752,60,8760,344,RandomForestRegressor,4
1,baseline_cyc,81.79340261144148,3.2677323140526267,1752,60,8760,344,RandomForestRegressor,4
2,frac,89.51190131388154,1.9771052374992808,1752,60,8760,344,RandomForestRegressor,4
3,frac_cyc,88.80124630992712,3.5688388787394776,1752,60,8760,344,RandomForestRegressor,4
4,domain,89.41050728202372,3.947567982974152,1752,60,8760,344,RandomForestRegressor,4
0,baseline,82.207140775667,16.16881896328766,1752,60,8760,422,LinearRegression,4
1,baseline_cyc,79.19639415232552,8.039404377904214,1752,60,8760,422,LinearRegression,4
2,frac,82.27390665233867,15.920722367033376,1752,60,8760,422,LinearRegression,4
3,frac_cyc,74.40595609633418,7.749088486532646,1752,60,8760,422,LinearRegression,4
4,domain,75.4923247465347,7.6058221715113,1752,60,8760,422,LinearRegression,4
0,baseline,87.68978809321558,6.608058193482803,1752,60,8760,422,RandomForestRegressor,4
1,baseline_cyc,81.23413906607158,10.480177175202428,1752,60,8760,422,RandomForestRegressor,4
2,frac,87.31606965464289,6.705836271956498,1752,60,8760,422,RandomForestRegressor,4
3,frac_cyc,81.67366029134065,7.989588691339548,1752,60,8760,422,RandomForestRegressor,4
4,domain,82.56391215073606,7.942429627308845,1752,60,8760,422,RandomForestRegressor,4
0,baseline,-63.38004431189207,59.78893475952989,10752,15,53761,66,LinearRegression,4
1,baseline_cyc,4.75628528583611,33.24360556454585,10752,15,53761,66,LinearRegression,4
2,frac,-5.3927777463821425,55.025260283668686,10752,15,53761,66,LinearRegression,4
3,frac_cyc,-3.7312140218802625,48.934605759498055,10752,15,53761,66,LinearRegression,4
4,domain,-4.7209150955386665,49.98020537459222,10752,15,53761,66,LinearRegression,4
0,baseline,29.91343954688203,11.47152135640385,10752,15,53761,66,RandomForestRegressor,4
1,baseline_cyc,27.093047717898173,21.352956726154336,10752,15,53761,66,RandomForestRegressor,4
2,frac,33.20873925423916,15.030974657360916,10752,15,53761,66,RandomForestRegressor,4
3,frac_cyc,29.488961960350935,15.957372078872494,10752,15,53761,66,RandomForestRegressor,4
4,domain,35.00472245792032,9.983945873215541,10752,15,53761,66,RandomForestRegressor,4
0,baseline,81.873064904155,2.4336592399780828,1752,60,8760,368,LinearRegression,4
1,baseline_cyc,81.06996233192095,8.451342018862103,1752,60,8760,368,LinearRegression,4
2,frac,81.26547768525134,2.1788151986213244,1752,60,8760,368,LinearRegression,4
3,frac_cyc,72.25992124182252,18.072279728548306,1752,60,8760,368,LinearRegression,4
4,domain,72.41356574496761,17.985671000723148,1752,60,8760,368,LinearRegression,4
0,baseline,90.08644910274398,2.9883809807997808,1752,60,8760,368,RandomForestRegressor,4
1,baseline_cyc,86.8789803779668,3.3606444459627056,1752,60,8760,368,RandomForestRegressor,4
2,frac,89.20757888985217,2.148716489997362,1752,60,8760,368,RandomForestRegressor,4
3,frac_cyc,90.46510300463103,3.0769384497868852,1752,60,8760,368,RandomForestRegressor,4
4,domain,90.20455055249903,3.409771631234928,1752,60,8760,368,RandomForestRegressor,4
0,baseline,-inf,,10390,15,51953,72,LinearRegression,4
1,baseline_cyc,-inf,,10390,15,51953,72,LinearRegression,4
2,frac,-inf,,10390,15,51953,72,LinearRegression,4
3,frac_cyc,-inf,,10390,15,51953,72,LinearRegression,4
4,domain,-inf,,10390,15,51953,72,LinearRegression,4
0,baseline,-inf,,10390,15,51953,72,RandomForestRegressor,4
1,baseline_cyc,-inf,,10390,15,51953,72,RandomForestRegressor,4
2,frac,-inf,,10390,15,51953,72,RandomForestRegressor,4
3,frac_cyc,-inf,,10390,15,51953,72,RandomForestRegressor,4
4,domain,-inf,,10390,15,51953,72,RandomForestRegressor,4
0,baseline,-73.98966545876928,132.83470295185867,1752,60,8760,426,LinearRegression,4
1,baseline_cyc,-21.082425579759242,66.40294484233779,1752,60,8760,426,LinearRegression,4
2,frac,-73.98210980384428,132.44035637278384,1752,60,8760,426,LinearRegression,4
3,frac_cyc,-34.44439572215791,70.1397240085158,1752,60,8760,426,LinearRegression,4
4,domain,-44.82051512864321,72.31774845834083,1752,60,8760,426,LinearRegression,4
0,baseline,44.77799680299391,35.500663572722445,1752,60,8760,426,RandomForestRegressor,4
1,baseline_cyc,22.6452798118748,53.59880409185557,1752,60,8760,426,RandomForestRegressor,4
2,frac,44.0736528569242,36.62397994097237,1752,60,8760,426,RandomForestRegressor,4
3,frac_cyc,22.821559386573128,71.51649207517718,1752,60,8760,426,RandomForestRegressor,4
4,domain,13.19144071036812,88.46553424270842,1752,60,8760,426,RandomForestRegressor,4
0,baseline,75.28407093967482,8.272085561959129,1752,60,8760,340,LinearRegression,4
1,baseline_cyc,76.39568457041656,4.010000394523849,1752,60,8760,340,LinearRegression,4
2,frac,75.2388520520815,8.325541340598427,1752,60,8760,340,LinearRegression,4
3,frac_cyc,79.50957245956744,4.922010355203656,1752,60,8760,340,LinearRegression,4
4,domain,78.93361402354941,4.18038665722296,1752,60,8760,340,LinearRegression,4
0,baseline,85.79179472166699,2.1716391135159383,1752,60,8760,340,RandomForestRegressor,4
1,baseline_cyc,80.71332330331151,9.264219742104153,1752,60,8760,340,RandomForestRegressor,4
2,frac,85.7930952294694,2.121870980598115,1752,60,8760,340,RandomForestRegressor,4
3,frac_cyc,87.29686209417291,1.3011699820407037,1752,60,8760,340,RandomForestRegressor,4
4,domain,87.39026754855185,1.5737834155428405,1752,60,8760,340,RandomForestRegressor,4
0,baseline,78.04336145815644,6.449283525593423,1752,60,8760,354,LinearRegression,4
1,baseline_cyc,83.45558007603645,6.407690664381641,1752,60,8760,354,LinearRegression,4
2,frac,79.8982903765303,2.2234186151245527,1752,60,8760,354,LinearRegression,4
3,frac_cyc,71.61452356713924,20.442650668203555,1752,60,8760,354,LinearRegression,4
4,domain,74.41074664869001,15.226374638826153,1752,60,8760,354,LinearRegression,4
0,baseline,89.95919714805416,5.244593086061321,1752,60,8760,354,RandomForestRegressor,4
1,baseline_cyc,85.04743362835471,3.052596837917619,1752,60,8760,354,RandomForestRegressor,4
2,frac,89.14135191436179,4.984682248076922,1752,60,8760,354,RandomForestRegressor,4
3,frac_cyc,89.5756014634159,4.711964770097088,1752,60,8760,354,RandomForestRegressor,4
4,domain,90.07862795987916,5.126415483607673,1752,60,8760,354,RandomForestRegressor,4
0,baseline,66.42006535617782,24.462351867773442,1752,60,8760,432,LinearRegression,4
1,baseline_cyc,69.45024137881028,21.28207166034333,1752,60,8760,432,LinearRegression,4
2,frac,58.30066222536499,27.565971994737488,1752,60,8760,432,LinearRegression,4
3,frac_cyc,57.894360242988434,21.876515611790477,1752,60,8760,432,LinearRegression,4
4,domain,58.25437301576464,20.07525432201816,1752,60,8760,432,LinearRegression,4
0,baseline,83.00992953992403,8.302501515306217,1752,60,8760,432,RandomForestRegressor,4
1,baseline_cyc,83.97302317032003,8.008307091697594,1752,60,8760,432,RandomForestRegressor,4
2,frac,76.3299096200056,14.56004514791098,1752,60,8760,432,RandomForestRegressor,4
3,frac_cyc,61.24000016442284,32.91836200441862,1752,60,8760,432,RandomForestRegressor,4
4,domain,61.76889759300438,32.464112026680844,1752,60,8760,432,RandomForestRegressor,4
0,baseline,-91.8131131668737,245.82161356965688,1752,60,8760,99,LinearRegression,4
1,baseline_cyc,-50.591918173072386,175.93030539165918,1752,60,8760,99,LinearRegression,4
2,frac,-56.52322111536514,175.99355484046535,1752,60,8760,99,LinearRegression,4
3,frac_cyc,-53.75550714684519,179.87004854225205,1752,60,8760,99,LinearRegression,4
4,domain,-52.73069294060191,175.43475692725121,1752,60,8760,99,LinearRegression,4
0,baseline,-37.81897426178753,157.35486606301714,1752,60,8760,99,RandomForestRegressor,4
1,baseline_cyc,-87.54735874402351,237.72138955437376,1752,60,8760,99,RandomForestRegressor,4
2,frac,-34.59559527475071,151.39110724037678,1752,60,8760,99,RandomForestRegressor,4
3,frac_cyc,-28.55943243140689,137.9511482138431,1752,60,8760,99,RandomForestRegressor,4
4,domain,-31.6133402856832,143.63551101231013,1752,60,8760,99,RandomForestRegressor,4
0,baseline,-2335.957783410136,3367.5550106950495,1752,60,8760,383,LinearRegression,4
1,baseline_cyc,-2940.2429311620554,4341.9116157278295,1752,60,8760,383,LinearRegression,4
2,frac,-2530.1316081382397,3637.197500114093,1752,60,8760,383,LinearRegression,4
3,frac_cyc,-2896.0036745475086,4211.932684771937,1752,60,8760,383,LinearRegression,4
4,domain,-2413.6341577403837,3302.460931554314,1752,60,8760,383,LinearRegression,4
0,baseline,-2608.39842138452,3736.2385557796283,1752,60,8760,383,RandomForestRegressor,4
1,baseline_cyc,-2681.44951026406,3846.9452178152255,1752,60,8760,383,RandomForestRegressor,4
2,frac,-2584.656556999699,3753.6739244275577,1752,60,8760,383,RandomForestRegressor,4
3,frac_cyc,-2522.9281766201548,3514.7017498581545,1752,60,8760,383,RandomForestRegressor,4
4,domain,-2612.017302758577,3668.71879319443,1752,60,8760,383,RandomForestRegressor,4
0,baseline,87.2706978146951,0.9348119447734042,1752,60,8760,397,LinearRegression,4
1,baseline_cyc,86.90272478178937,2.343181697286318,1752,60,8760,397,LinearRegression,4
2,frac,87.48812368933577,0.8559540567728702,1752,60,8760,397,LinearRegression,4
3,frac_cyc,87.22341184455377,2.257981062209653,1752,60,8760,397,LinearRegression,4
4,domain,87.73854725879777,1.1245854873067445,1752,60,8760,397,LinearRegression,4
0,baseline,91.98796612341326,1.3735994125529176,1752,60,8760,397,RandomForestRegressor,4
1,baseline_cyc,90.86707658316354,0.9460057426266317,1752,60,8760,397,RandomForestRegressor,4
2,frac,92.06742322265058,1.241654570825352,1752,60,8760,397,RandomForestRegressor,4
3,frac_cyc,93.20672689296303,1.2696044515714182,1752,60,8760,397,RandomForestRegressor,4
4,domain,93.18628656276215,1.3172016843821988,1752,60,8760,397,RandomForestRegressor,4
0,baseline,-43.9111457254414,112.07759013259265,13731,15,68656,618,LinearRegression,4
1,baseline_cyc,-70.17005739552268,136.2155662180009,13731,15,68656,618,LinearRegression,4
2,frac,-39.63115783346636,115.48340934655158,13731,15,68656,618,LinearRegression,4
3,frac_cyc,-69.19178312547727,137.40782850863584,13731,15,68656,618,LinearRegression,4
4,domain,-84.62311457407576,150.81650679790093,13731,15,68656,618,LinearRegression,4
0,baseline,-49.359009671450785,120.0877369918744,13731,15,68656,618,RandomForestRegressor,4
1,baseline_cyc,-47.83913634255646,117.20681259401151,13731,15,68656,618,RandomForestRegressor,4
2,frac,-45.90775406593297,118.86831210791009,13731,15,68656,618,RandomForestRegressor,4
