,method,score,freq,dpoints,building_id
3,frac_cyc,-0.4603957994676433,60,8784,207
0,normal,0.35052462290245706,60,8760,561
1,normal_cyc,-5084264254061.121,60,8760,561
2,frac,0.7482979278336968,60,8760,561
3,frac_cyc,-3.3557095719885677,60,8760,561
0,normal,0.13159607762819733,60,8784,575
1,normal_cyc,-2932436462.1261015,60,8784,575
2,frac,0.5134158115296741,60,8784,575
3,frac_cyc,0.06298246165840556,60,8784,575
0,normal,-254933849.55704919,60,8760,213
1,normal_cyc,-2.6550586253372637,60,8760,213
2,frac,-3.1454124451215453,60,8760,213
3,frac_cyc,-68.39037192365302,60,8760,213
0,normal,-16439912.809192287,60,8760,549
1,normal_cyc,0.8750365537008508,60,8760,549
2,frac,0.8571277271328039,60,8760,549
3,frac_cyc,-0.15982100278696093,60,8760,549
0,normal,0.897721548184254,60,8760,548
1,normal_cyc,-385442.52061098436,60,8760,548
2,frac,0.915025078192243,60,8760,548
