,method,score,freq,dpoints,building_id
1,normal_cyc,-1.3980750524866994,15,36960,3
2,frac,-1.165906734783843,15,36960,3
3,frac_cyc,-1.3273710780601438,15,36960,3
0,normal,0.9284279947701434,60,8760,472
1,normal_cyc,0.9309005328653467,60,8760,472
2,frac,0.9249486700578161,60,8760,472
3,frac_cyc,0.9355963794019274,60,8760,472
0,normal,0.711221542341855,15,96380,26
1,normal_cyc,0.6934396492558939,15,96380,26
2,frac,0.697595174829427,15,96380,26
3,frac_cyc,0.7043997176940048,15,96380,26
0,normal,-1.1536833673289637,60,8760,328
1,normal_cyc,-1.499582646575151,60,8760,328
2,frac,-1.6112741879855856,60,8760,328
3,frac_cyc,-1.4952335230744178,60,8760,328
0,normal,0.6236549380225582,15,66111,32
1,normal_cyc,0.6540713362671803,15,66111,32
2,frac,0.6311365764938007,15,66111,32
3,frac_cyc,0.6641731161426254,15,66111,32
0,normal,0.9093554830061722,60,8760,373
1,normal_cyc,0.917756572936014,60,8760,373
2,frac,0.917101659477791,60,8760,373
3,frac_cyc,0.9131541299567737,60,8760,373
0,normal,0.8114900513661698,60,8760,415
1,normal_cyc,0.8428740815317526,60,8760,415
2,frac,0.829550536214809,60,8760,415
3,frac_cyc,0.8469642372823322,60,8760,415
0,normal,0.8012749054399435,15,42412,69
1,normal_cyc,0.6254917796963714,15,42412,69
2,frac,0.8011796888643133,15,42412,69
3,frac_cyc,0.8009594971399677,15,42412,69
0,normal,0.8637830121348301,60,8760,401
1,normal_cyc,0.8501091779433174,60,8760,401
2,frac,0.8555081866811749,60,8760,401
3,frac_cyc,0.8672634867159876,60,8760,401
0,normal,0.7688462379406517,60,8760,367
1,normal_cyc,0.7483888824745178,60,8760,367
2,frac,0.7251292552207312,60,8760,367
3,frac_cyc,0.7830276572521631,60,8760,367
0,normal,0.8432419445914671,60,8760,429
1,normal_cyc,0.8161988044590841,60,8760,429
2,frac,0.839848891378001,60,8760,429
3,frac_cyc,0.8497152381585165,60,8760,429
0,normal,0.7564024415973603,15,57599,55
1,normal_cyc,0.7337431721400579,15,57599,55
2,frac,0.7563409392885286,15,57599,55
3,frac_cyc,0.7626823540006108,15,57599,55
0,normal,0.772639109459884,15,139716,41
1,normal_cyc,0.696229003114229,15,139716,41
2,frac,0.7245591116654448,15,139716,41
3,frac_cyc,0.7335343267241418,15,139716,41
0,normal,0.7634654402055743,60,8760,96
1,normal_cyc,0.72012212451205,60,8760,96
2,frac,0.7399589848642898,60,8760,96
3,frac_cyc,0.7630261535136758,60,8760,96
0,normal,0.737218043169569,15,46149,82
1,normal_cyc,0.5659914974318541,15,46149,82
2,frac,0.7346203322075685,15,46149,82
3,frac_cyc,0.7298593053909633,15,46149,82
0,normal,0.904078415353692,60,8760,398
1,normal_cyc,0.9099809394406851,60,8760,398
2,frac,0.9067424379954908,60,8760,398
3,frac_cyc,0.916038973137674,60,8760,398
0,normal,-3.2127291490772882,60,8760,171
1,normal_cyc,-3.7399356826505583,60,8760,171
2,frac,-4.083604979384951,60,8760,171
3,frac_cyc,-3.3918989473164958,60,8760,171
0,normal,-2.051151708226399,60,8760,165
1,normal_cyc,-1.9356859454914845,60,8760,165
2,frac,-1.9907027586625508,60,8760,165
3,frac_cyc,-1.949289863214286,60,8760,165
0,normal,-6.009833360142675,60,8760,159
1,normal_cyc,-9.004136305775157,60,8760,159
2,frac,-6.595498009150655,60,8760,159
3,frac_cyc,-6.004311053112735,60,8760,159
0,normal,0.7682742568055966,60,8784,207
1,normal_cyc,0.7950866276896097,60,8784,207
2,frac,0.7614581464957519,60,8784,207
3,frac_cyc,0.8037648087915078,60,8784,207
0,normal,0.8247950697746492,60,8760,561
1,normal_cyc,0.7479228437597646,60,8760,561
2,frac,0.7339226764932547,60,8760,561
3,frac_cyc,0.7727525186530625,60,8760,561
0,normal,0.5229699475949843,60,8784,575
1,normal_cyc,0.5346317379587019,60,8784,575
2,frac,0.5909073799607584,60,8784,575
3,frac_cyc,0.6228789902802239,60,8784,575
0,normal,-2.85176110172626,60,8760,213
1,normal_cyc,-3.251345234170665,60,8760,213
2,frac,-3.1684946248311276,60,8760,213
3,frac_cyc,-2.8298266810322223,60,8760,213
0,normal,0.9103104974930436,60,8760,549
1,normal_cyc,0.9104289483409967,60,8760,549
2,frac,0.9073161417521765,60,8760,549
3,frac_cyc,0.9096905330286614,60,8760,549
0,normal,0.9430560729875718,60,8760,548
1,normal_cyc,0.9228271405707618,60,8760,548
2,frac,0.9223495413711091,60,8760,548
3,frac_cyc,0.9374825000315715,60,8760,548
0,normal,-2.679593381570976,60,8784,574
